diag_t	n
c("F320", "S0220", "S0650", "F1001")	1
c("F320", "T424", "X610", "X780", "S318")	1
c("F320", "X600", "T391")	1
c("F320", "X609", "T424")	1
c("F320", "X610", "T424")	1
c("F320", "X610", "Z9150")	1
c("F320", "X619", "T424")	1
c("F320", "X789", "S717")	1
c("F320", "Z290", "U0712")	1
c("F320", "Z599")	1
c("F320", "Z911", "X600", "T391", "X610", "T424")	1
c("F320", "Z9150")	1
c("F320", "Z9150", "F1025")	1
c("F320", "Z9150", "F410")	1
c("F3200", "F132")	1
c("F3200", "F313")	1
c("F3200", "F3210")	1
c("F3200", "F322")	1
c("F3200", "F3300")	1
c("F3200", "F430")	1
c("F3200", "F609")	1
c("F3201", "F0003")	1
c("F3201", "F101", "Z9150")	1
c("F3201", "F919")	1
c("F3201", "J690", "Z6020", "X610", "T435", "T796")	1
c("F3201", "N185", "Z992+0", "T810")	1
c("F3201", "T424")	1
c("F3201", "T435", "X610")	1
c("F3201", "T446", "X630", "F4302", "Z659")	1
c("F3201", "X610", "T435")	1
c("F3201", "X630", "T446", "Z659", "F4302")	1
c("F3201", "X649", "T501")	1
c("F3201", "Z630", "T500", "X640")	1
c("F3201", "Z630", "X640", "T500")	1
c("F3201", "Z635", "X600", "T391")	1
c("F321", "E8768", "W0609", "S010", "T796")	1
c("F321", "F0000")	1
c("F321", "F010", "Z9150")	1
c("F321", "F100", "X610", "T424")	1
c("F321", "F100", "X619", "T424")	1
c("F321", "F100", "X619", "T432", "T424")	1
c("F321", "F100", "X760", "T232")	1
c("F321", "F100", "X780", "T019", "X620", "T402")	1
c("F321", "F101", "X830", "T009")	1
c("F321", "F101", "Z9150", "F6031")	1
c("F321", "F102", "F100")	1
c("F321", "F102", "Z9150")	1
c("F321", "F1025", "F108", "F3200")	1
c("F321", "F109")	1
c("F321", "F122")	1
c("F321", "F122", "F102")	1
c("F321", "F122", "Z590", "Z560")	1
c("F321", "F1225")	1
c("F321", "F131")	1
c("F321", "F142")	1
c("F321", "F1424")	1
c("F321", "F1900", "F1224")	1
c("F321", "F191", "T432", "X619", "T424")	1
c("F321", "F191", "T435", "X610")	1
c("F321", "F192", "F1205")	1
c("F321", "F200", "T402", "T424", "X600", "X610")	1
c("F321", "F259")	1
c("F321", "F3121")	1
c("F321", "F313")	1
c("F321", "F3201")	1
c("F321", "F322", "F430")	1
c("F321", "F329")	1
c("F321", "F3800")	1
c("F321", "F410", "X780", "S517")	1
c("F321", "F419", "T424", "X610")	1
c("F321", "F419", "X600", "T391")	1
c("F321", "F419", "X609", "T391")	1
c("F321", "F419", "Z9150")	1
c("F321", "F420")	1
c("F321", "F421")	1
c("F321", "F430", "Z9150")	1
c("F321", "F4302", "E1198", "C900")	1
c("F321", "F431", "X600", "T391", "X610", "T424")	1
c("F321", "F500")	1
c("F321", "F603", "X619", "T424")	1
c("F321", "F6031", "X600", "T391")	1
c("F321", "F6031", "Z9150")	1
c("F321", "F609", "F101")	1
c("F321", "F609", "F122")	1
c("F321", "F609", "R455")	1
c("F321", "F609", "X610", "T432")	1
c("F321", "F630")	1
c("F321", "F949")	1
c("F321", "G10")	1
c("F321", "H813")	1
c("F321", "I10", "E039", "G20")	1
c("F321", "L732")	1
c("F321", "M255")	1
c("F321", "M5456", "X620", "X610", "T402", "T424")	1
c("F321", "Q935")	1
c("F321", "R074")	1
c("F321", "R11")	1
c("F321", "R296")	1
c("F321", "R296", "R53+0", "R5210", "R262", "F100")	1
c("F321", "R4028", "X640", "T509")	1
c("F321", "R410", "X410", "T424")	1
c("F321", "R509")	1
c("F321", "R509", "R529")	1
c("F321", "R520")	1
c("F321", "R53+0")	1
c("F321", "S517", "F410", "X780")	1
c("F321", "S519", "T391", "X600", "Z630", "X780", "F100")	1
c("F321", "S610", "X832", "S101", "X780")	1
c("F321", "S711", "Y060", "X780", "S519")	1
c("F321", "S8260", "Z636", "Z9150")	1
c("F321", "T402", "X420")	1
c("F321", "T402", "X600", "T391", "X620")	1
c("F321", "T424", "T432", "X612")	1
c("F321", "T424", "X600")	1
c("F321", "T424", "X610")	1
c("F321", "T424", "X610", "T439")	1
c("F321", "T427", "X610")	1
c("F321", "T432", "X612", "F101", "F609")	1
c("F321", "T435", "X610", "F100")	1
c("F321", "T438", "X610")	1
c("F321", "T509", "X644", "Z604", "F102", "Z590", "F430")	1
c("F321", "T741", "Y070", "X610", "T424")	1
c("F321", "T741", "Z630")	1
c("F321", "T743", "Z9150")	1
c("F321", "X600", "T391", "F1024")	1
c("F321", "X600", "T391", "F500")	1
c("F321", "X601", "T424")	1
c("F321", "X602", "T391")	1
c("F321", "X610")	1
c("F321", "X610", "F6031", "T424")	1
c("F321", "X610", "F6031", "T433")	1
c("F321", "X610", "T391")	1
c("F321", "X610", "T424", "F101")	1
c("F321", "X610", "T424", "F4301")	1
c("F321", "X610", "T424", "Y070", "T741")	1
c("F321", "X610", "T432", "F609")	1
c("F321", "X610", "T435", "F191")	1
c("F321", "X610", "T439", "T424")	1
c("F321", "X610", "X600", "T393", "T424")	1
c("F321", "X610", "Z9150")	1
c("F321", "X612", "T432", "F101", "F609")	1
c("F321", "X612", "T432", "T424")	1
c("F321", "X619", "T424", "F609")	1
c("F321", "X629", "T402")	1
c("F321", "X640", "T383", "F609")	1
c("F321", "X650", "T510", "Z635", "F1005")	1
c("F321", "X699", "T519", "T543")	1
c("F321", "X780", "S519", "X610", "T424")	1
c("F321", "X780", "S619")	1
c("F321", "X780", "X600", "F100", "S411", "T393")	1
c("F321", "X7823", "S517")	1
c("F321", "X849")	1
c("F321", "Y911")	1
c("F321", "Z321")	1
c("F321", "Z502", "Z608")	1
c("F321", "Z566", "F209", "F510")	1
c("F321", "Z567", "F419")	1
c("F321", "Z567", "Z630")	1
c("F321", "Z590", "F102", "Z9150")	1
c("F321", "Z590", "F122", "F142", "F102", "X784", "X614", "T424", "S619")	1
c("F321", "Z6028", "X610", "T424")	1
c("F321", "Z630")	1
c("F321", "Z630", "F101")	1
c("F321", "Z630", "T391", "X600")	1
c("F321", "Z630", "X600", "T393", "X620", "T402")	1
c("F321", "Z630", "X610", "T432")	1
c("F321", "Z630", "X620", "T402", "T391", "X600")	1
c("F321", "Z630", "Y110")	1
c("F321", "Z630", "Z9150")	1
c("F321", "Z631", "F430", "Z9150")	1
c("F321", "Z631", "X610", "T424")	1
c("F321", "Z631", "X610", "T432")	1
c("F321", "Z631", "Z9150")	1
c("F321", "Z634", "F6031")	1
c("F321", "Z634", "Z9150")	1
c("F321", "Z637", "Z9150")	1
c("F321", "Z653", "Z9150")	1
c("F321", "Z730")	1
c("F321", "Z730", "X610", "T424", "F411")	1
c("F321", "Z897", "E1190", "Z590", "Z911")	1
c("F321", "Z911", "X619", "T435")	1
c("F321", "Z911", "Z630", "Z9150")	1
c("F321", "Z9150", "F101")	1
c("F321", "Z9150", "F102")	1
c("F321", "Z9150", "F401")	1
c("F321", "Z9150", "F603")	1
c("F321", "Z9150", "Z636", "S8260")	1
c("F3210", "F100", "Z590", "X614", "T432")	1
c("F3210", "F101", "X610", "T424")	1
c("F3210", "F151", "F121", "F101")	1
c("F3210", "F239", "R440", "R441", "F229")	1
c("F3210", "F251")	1
c("F3210", "F323")	1
c("F3210", "F339")	1
c("F3210", "F410")	1
c("F3210", "F411")	1
c("F3210", "F419", "T424", "X610")	1
c("F3210", "F430", "T433", "X610", "T424")	1
c("F3210", "F430", "Z9150")	1
c("F3210", "F432")	1
c("F3210", "F4324")	1
c("F3210", "F4325")	1
c("F3210", "F489")	1
c("F3210", "F515")	1
c("F3210", "F603")	1
c("F3210", "F6030")	1
c("F3210", "F6031", "X610", "T424")	1
c("F3210", "F607")	1
c("F3210", "F608")	1
c("F3210", "F900")	1
c("F3210", "M45")	1
c("F3210", "R440", "R441", "F229", "F239")	1
c("F3210", "R458")	1
c("F3210", "R529")	1
c("F3210", "R53+1")	1
c("F3210", "R53+2")	1
c("F3210", "R53+2", "K922")	1
c("F3210", "R739")	1
c("F3210", "S100", "X701")	1
c("F3210", "S518", "X780")	1
c("F3210", "T426", "X619")	1
c("F3210", "T432")	1
c("F3210", "T590", "Z911", "X620", "T402")	1
c("F3210", "T742", "Z630")	1
c("F3210", "X609", "X610", "T424", "T391", "T432")	1
c("F3210", "X610", "F6031", "T424")	1
c("F3210", "X610", "T424", "F2008")	1
c("F3210", "X610", "T432")	1
c("F3210", "X610", "T432", "F419")	1
c("F3210", "X610", "T439")	1
c("F3210", "X610", "Z9150")	1
c("F3210", "X619", "T424")	1
c("F3210", "X619", "T426")	1
c("F3210", "X619", "T432")	1
c("F3210", "X629", "T402")	1
c("F3210", "X700", "Z6030", "F102")	1
c("F3210", "X839")	1
c("F3210", "Y110", "T424")	1
c("F3210", "Y912")	1
c("F3210", "Z000")	1
c("F3210", "Z553", "Z9150")	1
c("F3210", "Z599", "X610", "T432", "F122")	1
c("F3210", "Z630", "X610", "T424")	1
c("F3210", "Z631", "Z911", "F6030")	1
c("F3210", "Z631", "Z9150")	1
c("F3210", "Z911", "T424", "X610")	1
c("F3210", "Z911", "X610", "T424")	1
c("F3210", "Z911", "X619", "T424")	1
c("F3211", "F101", "F603")	1
c("F3211", "F3210")	1
c("F3211", "F322")	1
c("F3211", "F700", "R102")	1
c("F3211", "I10", "E785", "J448", "M8098")	1
c("F3211", "R104")	1
c("F3211", "R630")	1
c("F3211", "S008", "Z590", "R53+1")	1
c("F3211", "T427", "X619")	1
c("F3211", "U0710")	1
c("F3211", "X610", "T424", "F131")	1
c("F3211", "X619", "T435")	1
c("F3211", "Z562")	1
c("F3211", "Z609", "F102", "X619", "T424")	1
c("F3211", "Z9150", "F067", "F101", "G409")	1
c("F3211", "Z9150", "X600")	1
c("F322", "C787", "X780", "S119")	1
c("F322", "E8718")	1
c("F322", "F009", "G309", "I272", "I489", "I10", "E1198")	1
c("F322", "F100", "X610")	1
c("F322", "F101", "X619", "T424")	1
c("F322", "F102", "T432", "X610")	1
c("F322", "F109")	1
c("F322", "F121", "F141", "R634", "R630")	1
c("F322", "F121", "F1424", "F101")	1
c("F322", "F122", "F101")	1
c("F322", "F122", "X780", "S518")	1
c("F322", "F131", "Z9150")	1
c("F322", "F191")	1
c("F322", "F192", "Z911")	1
c("F322", "F1930")	1
c("F322", "F200", "T424", "X640")	1
c("F322", "F200", "X709", "G819")	1
c("F322", "F2591")	1
c("F322", "F329")	1
c("F322", "F331")	1
c("F322", "F3310")	1
c("F322", "F3311")	1
c("F322", "F380")	1
c("F322", "F4001")	1
c("F322", "F419", "R464")	1
c("F322", "F4301")	1
c("F322", "F4302")	1
c("F322", "F431", "F101", "X610", "T424")	1
c("F322", "F431", "F845")	1
c("F322", "F431", "F845", "X639", "T446")	1
c("F322", "F431", "X619", "T391")	1
c("F322", "F432", "F4322")	1
c("F322", "F509")	1
c("F322", "F6031", "X610", "T424")	1
c("F322", "F6031", "Z630", "X610", "T424")	1
c("F322", "F629")	1
c("F322", "F69", "X619", "T424")	1
c("F322", "F69", "Z564", "Z630", "X610", "T424")	1
c("F322", "I694", "G819")	1
c("F322", "R296")	1
c("F322", "R400", "E274", "T424", "X619", "T430")	1
c("F322", "R400", "E274", "T430", "T424", "X619")	1
c("F322", "R400", "F100", "F140", "X610", "T433", "T435", "T424")	1
c("F322", "R400", "X610", "T426")	1
c("F322", "R400", "X640", "T509")	1
c("F322", "R452")	1
c("F322", "R458", "G240")	1
c("F322", "R51")	1
c("F322", "R53+2")	1
c("F322", "R630", "R634")	1
c("F322", "S199", "X700")	1
c("F322", "S508", "X789", "F419")	1
c("F322", "S519", "X780", "X610", "F100", "T424")	1
c("F322", "S617", "X780", "F1000")	1
c("F322", "S780", "S311", "F6031")	1
c("F322", "T391", "X608")	1
c("F322", "T402", "X620")	1
c("F322", "T426", "F059", "S311", "X780", "X610")	1
c("F322", "T426", "X619")	1
c("F322", "T435", "X610")	1
c("F322", "T439", "X610", "F101")	1
c("F322", "T509", "X640")	1
c("F322", "T510")	1
c("F322", "T510", "X650")	1
c("F322", "T751", "X719", "F419")	1
c("F322", "X600", "X610", "T432", "T435", "T427", "R400", "T424", "T391")	1
c("F322", "X609", "T391", "F431")	1
c("F322", "X610", "F100")	1
c("F322", "X610", "T424", "R400")	1
c("F322", "X610", "T432", "F102")	1
c("F322", "X610", "T432", "T424")	1
c("F322", "X610", "T433", "T424")	1
c("F322", "X610", "T433", "T432", "T424", "F6031")	1
c("F322", "X610", "T435")	1
c("F322", "X619", "F69", "T424")	1
c("F322", "X619", "T424", "F142")	1
c("F322", "X619", "T435", "Z6028")	1
c("F322", "X640", "T465", "X600", "T391", "Z630")	1
c("F322", "X640", "T472", "E890")	1
c("F322", "X650", "T510")	1
c("F322", "X690", "T55")	1
c("F322", "X700", "F102", "R460", "Z6028", "S008", "S109")	1
c("F322", "X700", "X610", "T427")	1
c("F322", "X700", "Z9150")	1
c("F322", "X702", "F500")	1
c("F322", "X702", "Z9150")	1
c("F322", "X709")	1
c("F322", "X719", "T751")	1
c("F322", "X780", "S311", "F059", "X610", "T426")	1
c("F322", "X780", "S518", "F122")	1
c("F322", "X780", "S619")	1
c("F322", "X789", "Z9150")	1
c("F322", "X7899", "Z9150")	1
c("F322", "X800")	1
c("F322", "X800", "T009")	1
c("F322", "X999", "S211")	1
c("F322", "Y0599")	1
c("F322", "Y060", "Z608")	1
c("F322", "Y150")	1
c("F322", "Y911")	1
c("F322", "Z564", "Z634")	1
c("F322", "Z590")	1
c("F322", "Z5970", "Z6028", "G409", "Z5962", "Z598")	1
c("F322", "Z598")	1
c("F322", "Z6028", "Z590", "F1024")	1
c("F322", "Z608", "Y060")	1
c("F322", "Z630")	1
c("F322", "Z630", "F101", "X620", "T402")	1
c("F322", "Z630", "F102", "X619", "T424")	1
c("F322", "Z630", "F6031", "X610", "T424")	1
c("F322", "Z630", "X600", "T393", "T430", "X610", "F6030", "T402", "T391")	1
c("F322", "Z630", "X780", "S619")	1
c("F322", "Z630", "Z9150", "F316", "F430")	1
c("F322", "Z631", "X600", "T391")	1
c("F322", "Z636", "X600", "T391")	1
c("F322", "Z911", "F192")	1
c("F322", "Z9150", "F101")	1
c("F322", "Z9150", "F122", "F101")	1
c("F322", "Z9150", "F429", "F504")	1
c("F322", "Z9150", "X702")	1
c("F323", "F100")	1
c("F323", "F101", "Z911", "Z9150")	1
c("F323", "F142", "F102", "F120", "R458")	1
c("F323", "F203")	1
c("F323", "F209", "F2000")	1
c("F323", "F250")	1
c("F323", "F321")	1
c("F323", "F3211")	1
c("F323", "F411")	1
c("F323", "F430")	1
c("F323", "I10", "Z911", "E8718", "E8768", "M311", "N184")	1
c("F323", "O993")	1
c("F323", "R443", "F172", "E039", "Q938", "F719")	1
c("F323", "T391", "X600")	1
c("F323", "T402", "X620")	1
c("F323", "T424", "X610", "F6031")	1
c("F323", "T509", "X640")	1
c("F323", "T751", "X718")	1
c("F323", "X6008", "T391")	1
c("F323", "X610", "T439")	1
c("F323", "X6199", "T424")	1
c("F323", "X640", "T509")	1
c("F323", "X718", "T751")	1
c("F323", "X800", "S400")	1
c("F323", "Z6020", "R443")	1
c("F323", "Z911")	1
c("F323", "Z9150", "F101")	1
c("F3230", "M4797", "Z6030", "M4807", "G834")	1
c("F3230", "R451")	1
c("F3230", "R458")	1
c("F3230", "X610", "T424")	1
c("F3230", "X639", "T447", "X610", "T435")	1
c("F3230", "Z9150")	1
c("F328", "F100", "X610", "T424")	1
c("F328", "F322")	1
c("F328", "F4321")	1
c("F328", "F6031")	1
c("F328", "F913")	1
c("F328", "X780")	1
c("F328", "Z9150")	1
c("F329", "E890")	1
c("F329", "F009", "G309")	1
c("F329", "F101", "X619", "T424")	1
c("F329", "F101", "Z6020", "F69")	1
c("F329", "F101", "Z9150")	1
c("F329", "F102", "F172")	1
c("F329", "F102", "X619", "T432", "T391")	1
c("F329", "F102", "Z9150")	1
c("F329", "F108")	1
c("F329", "F1207")	1
c("F329", "F121")	1
c("F329", "F121", "X600", "T391")	1
c("F329", "F135", "F100")	1
c("F329", "F141", "F102", "X610", "T424", "F6031")	1
c("F329", "F152")	1
c("F329", "F1521")	1
c("F329", "F251", "F258")	1
c("F329", "F301")	1
c("F329", "F3201")	1
c("F329", "F3300")	1
c("F329", "F419", "F2000")	1
c("F329", "F431", "X600", "T391")	1
c("F329", "F431", "X619", "T424")	1
c("F329", "F4320")	1
c("F329", "F459")	1
c("F329", "F500")	1
c("F329", "F502", "F431")	1
c("F329", "F509", "F419", "F6031")	1
c("F329", "F6030")	1
c("F329", "F6030", "X640", "T509")	1
c("F329", "F6031", "F141", "F121", "Z9150")	1
c("F329", "F6031", "F142", "F132")	1
c("F329", "F6031", "X600", "T391")	1
c("F329", "F6031", "X610", "T424")	1
c("F329", "F6031", "Z9150")	1
c("F329", "F609")	1
c("F329", "F609", "F102")	1
c("F329", "F609", "Z9150")	1
c("F329", "F69", "T433", "X610")	1
c("F329", "H448", "G431", "F6031")	1
c("F329", "J019")	1
c("F329", "J690", "Z634", "X610", "T424")	1
c("F329", "K582")	1
c("F329", "M7964")	1
c("F329", "Q796")	1
c("F329", "R410")	1
c("F329", "R451")	1
c("F329", "R460", "Z911")	1
c("F329", "R522")	1
c("F329", "R522", "X620", "T400", "M797")	1
c("F329", "R53+0", "M625")	1
c("F329", "S100", "X700", "F209", "F609")	1
c("F329", "S101", "X700")	1
c("F329", "S519")	1
c("F329", "S617", "X780")	1
c("F329", "S8230")	1
c("F329", "T019", "X789", "F6031")	1
c("F329", "T391", "X600", "T402", "X420")	1
c("F329", "T391", "X602")	1
c("F329", "T393", "X600", "T391")	1
c("F329", "T399", "T424", "X610", "X600", "F102", "F122")	1
c("F329", "T402", "X600")	1
c("F329", "T406", "X620")	1
c("F329", "T424", "X610", "E106")	1
c("F329", "T424", "X610", "X780", "S519")	1
c("F329", "T424", "Z6020", "X610")	1
c("F329", "T435", "X619")	1
c("F329", "T543", "X690")	1
c("F329", "T68+8", "X718")	1
c("F329", "T751", "F101")	1
c("F329", "U089")	1
c("F329", "X410")	1
c("F329", "X420", "T402", "X600", "T391")	1
c("F329", "X600", "T392")	1
c("F329", "X600", "T393")	1
c("F329", "X600", "T393", "T391")	1
c("F329", "X600", "T402")	1
c("F329", "X600", "Z9150")	1
c("F329", "X602", "T391")	1
c("F329", "X609", "T391")	1
c("F329", "X609", "T391", "F101")	1
c("F329", "X610", "T424", "F121")	1
c("F329", "X610", "T424", "F6031")	1
c("F329", "X610", "T426")	1
c("F329", "X610", "T432", "F431", "F500")	1
c("F329", "X610", "T438")	1
c("F329", "X610", "Z6030", "T424")	1
c("F329", "X619", "T424", "X609", "T391")	1
c("F329", "X619", "T430", "T434")	1
c("F329", "X619", "T432", "T424")	1
c("F329", "X619", "T435", "F100")	1
c("F329", "X619", "T439")	1
c("F329", "X619", "X639", "T424", "T447")	1
c("F329", "X619", "Z9150")	1
c("F329", "X620", "T406")	1
c("F329", "X630", "T443", "F259")	1
c("F329", "X639")	1
c("F329", "X640", "T383")	1
c("F329", "X640", "T450", "X600", "T391", "Z630", "F430")	1
c("F329", "X640", "T450", "X600", "T393", "T391")	1
c("F329", "X649", "Z9150")	1
c("F329", "X690", "T543")	1
c("F329", "X718", "T68+8")	1
c("F329", "X780", "S519")	1
c("F329", "X780", "S619")	1
c("F329", "X780", "X640", "Z9150")	1
c("F329", "X780", "Z9150")	1
c("F329", "X7809", "S666")	1
c("F329", "X800")	1
c("F329", "X849", "F190")	1
c("F329", "Z290", "A163", "A188", "A199", "X620", "T402")	1
c("F329", "Z290", "X620", "T402", "A163", "A188", "A199")	1
c("F329", "Z532")	1
c("F329", "Z566", "X600", "T393")	1
c("F329", "Z566", "X609", "T391", "X619", "T424")	1
c("F329", "Z590")	1
c("F329", "Z590", "F259")	1
c("F329", "Z598", "X645", "X615", "Z9150")	1
c("F329", "Z6020", "F69", "F101")	1
c("F329", "Z6030", "X610", "T424")	1
c("F329", "Z608", "R451")	1
c("F329", "Z630", "T432", "X610")	1
c("F329", "Z630", "T741", "S007", "F067")	1
c("F329", "Z630", "X610", "T424")	1
c("F329", "Z630", "X610", "T424", "F430")	1
c("F329", "Z630", "X620", "T402")	1
c("F329", "Z630", "X690", "T543")	1
c("F329", "Z631", "Z630", "F431")	1
c("F329", "Z632", "X600", "T391")	1
c("F329", "Z634")	1
c("F329", "Z634", "X610", "T424")	1
c("F329", "Z652", "X610", "T424", "F101")	1
c("F329", "Z658", "Z9150", "X789")	1
c("F329", "Z911", "X610", "T424")	1
c("F329", "Z9150", "F101")	1
c("F329", "Z9150", "Z911")	1
c("F329", "Z9150", "Z914")	1
c("F330", "F419")	1
c("F330", "Z631", "X610", "T424")	1
c("F330", "Z9150")	1
c("F330", "Z9150", "F100")	1
c("F3300", "T432", "T424", "X610")	1
c("F331", "F313")	1
c("F331", "F320")	1
c("F331", "F401")	1
c("F331", "F411", "F4100")	1
c("F331", "F419")	1
c("F331", "F4322", "F4302", "F4321")	1
c("F331", "R5210")	1
c("F331", "X600", "T391")	1
c("F331", "X610", "T424", "Z630")	1
c("F331", "X610", "Z9150")	1
c("F331", "Z631", "X700")	1
c("F331", "Z9150", "F101", "F6031")	1
c("F331", "Z9150", "X700", "F100")	1
c("F3310", "F321")	1
c("F3310", "F322")	1
c("F3310", "F430")	1
c("F3310", "T439", "X610", "T424")	1
c("F3310", "X610", "T432")	1
c("F3310", "Z630", "X610", "T424")	1
c("F3311", "X639", "T447")	1
c("F332", "R458")	1
c("F332", "T009", "X700")	1
c("F332", "X420", "T400")	1
c("F332", "X600", "T391", "X610", "T424")	1
c("F332", "X610", "T424")	1
c("F332", "Z562", "Z630")	1
c("F333", "F191", "T000", "X700")	1
c("F333", "F3230")	1
c("F333", "R268", "E1198")	1
c("F333", "T391", "K712", "X400")	1
c("F333", "T391", "X400", "K712")	1
c("F333", "X610", "T424", "Z911")	1
c("F333", "X700", "T000", "F191")	1
c("F3330", "I10", "E039", "X67209", "T598")	1
c("F3330", "R458")	1
c("F3330", "Z630", "S619", "X789", "X619", "F609", "T439")	1
c("F334", "R53+2")	1
c("F339", "E8718", "R42")	1
c("F339", "F6031")	1
c("F339", "F6031", "F141", "F121", "Z9150", "Z566")	1
c("F339", "F6031", "X619", "T439", "F430")	1
c("F339", "T424", "X610")	1
c("F339", "X600", "Z9150")	1
c("F339", "X610", "T796", "L890", "T424")	1
c("F339", "X619", "F100", "T424")	1
c("F339", "Z631", "F6031")	1
c("F349", "R443")	1
c("F3800", "S617", "X780", "X610", "T424")	1
c("F3800", "T424", "X610", "S617", "X780")	1
c("F39", "F419")	1
c("F39", "F603", "F302")	1
c("F39", "F61+0")	1
c("F39", "Z9150")	1
c("F39", "Z9158", "F151", "F101", "Z590")	1
c("F408", "F3200")	1
c("F409", "F200")	1
c("F409", "F432")	1
c("F409", "F6031")	1
c("F410", "F1230", "X701")	1
c("F410", "F319")	1
c("F410", "F402", "Z631", "Z630", "Z9150")	1
c("F410", "F431")	1
c("F410", "F519")	1
c("F410", "F609")	1
c("F410", "F61")	1
c("F410", "R060")	1
c("F410", "R104")	1
c("F410", "R451", "R460")	1
c("F410", "S610", "S010", "X815")	1
c("F410", "X600", "X610", "T391", "T424")	1
c("F410", "X610", "T433", "F319")	1
c("F410", "X610", "X640", "T435", "T380", "F321")	1
c("F410", "Z567", "X619", "T424", "F101")	1
c("F410", "Z6030", "X610", "T424")	1
c("F410", "Z608")	1
c("F410", "Z630", "Z9150")	1
c("F410", "Z630", "Z9150", "F6031")	1
c("F410", "Z651", "Z046")	1
c("F410", "Z658", "X600", "T391", "Z6020")	1
c("F410", "Z9158")	1
c("F411", "F061", "G20")	1
c("F411", "F102")	1
c("F411", "F190")	1
c("F411", "F206", "F200", "F508")	1
c("F411", "F310")	1
c("F411", "F3211")	1
c("F411", "F322")	1
c("F411", "F331")	1
c("F411", "F3310")	1
c("F411", "F4001", "F332")	1
c("F411", "F500")	1
c("F411", "F508", "F200", "F206", "F209", "R458")	1
c("F411", "F510")	1
c("F411", "F510", "F688")	1
c("F411", "F510", "Z911")	1
c("F411", "F6031", "T435", "X610", "T424")	1
c("F411", "F688", "F510")	1
c("F411", "F919")	1
c("F411", "K590")	1
c("F411", "N189", "N179")	1
c("F411", "R441")	1
c("F411", "T435", "X610", "F6031", "T424")	1
c("F411", "X610", "T424")	1
c("F411", "X610", "T424", "Z630", "Z9150")	1
c("F411", "X610", "T435")	1
c("F411", "X800")	1
c("F411", "Z532", "F120")	1
c("F411", "Z631", "X610", "T424")	1
c("F411", "Z636")	1
c("F411", "Z911")	1
c("F411", "Z911", "X610", "F339", "T424")	1
c("F411", "Z9150", "X640")	1
c("F412", "F001", "G301", "X780", "S211")	1
c("F412", "F100", "S531")	1
c("F412", "F100", "X610", "T424")	1
c("F412", "F101", "F100", "Z9150")	1
c("F412", "F101", "F121")	1
c("F412", "F101", "F123")	1
c("F412", "F102", "Z911")	1
c("F412", "F120", "X610", "T435")	1
c("F412", "F121", "F101")	1
c("F412", "F220")	1
c("F412", "F319", "X789", "S517")	1
c("F412", "F329")	1
c("F412", "F401")	1
c("F412", "F430", "X610", "T424")	1
c("F412", "F4301")	1
c("F412", "F4302", "T424", "T391", "X610", "X600")	1
c("F412", "F431")	1
c("F412", "F431", "X780", "S311")	1
c("F412", "F431", "X780", "S411", "F100", "X610", "T432")	1
c("F412", "F432")	1
c("F412", "F432", "X610", "T426", "Z630", "Z631")	1
c("F412", "F6031", "F430")	1
c("F412", "F6031", "T391", "X600")	1
c("F412", "F6031", "X610", "T435")	1
c("F412", "F609", "F29", "F3210")	1
c("F412", "F799", "Z6030", "Z630", "X610", "T424")	1
c("F412", "G10", "Z9150")	1
c("F412", "K117")	1
c("F412", "M2556")	1
c("F412", "M7965", "I10", "E785")	1
c("F412", "N390", "F701")	1
c("F412", "R251")	1
c("F412", "R443")	1
c("F412", "R460")	1
c("F412", "R520", "R410")	1
c("F412", "S318", "X780")	1
c("F412", "S9200")	1
c("F412", "T391", "X600")	1
c("F412", "T424", "X600", "X610", "T391")	1
c("F412", "T424", "X610")	1
c("F412", "T432", "T424")	1
c("F412", "T432", "T424", "X610", "T391", "X600")	1
c("F412", "T432", "X610", "F100", "S411", "X780", "F431")	1
c("F412", "T435", "X610")	1
c("F412", "X600", "T391", "F122", "F101")	1
c("F412", "X600", "Z9150")	1
c("F412", "X608", "T391")	1
c("F412", "X610", "T424", "T432", "X600", "T391")	1
c("F412", "X610", "T424", "Z638")	1
c("F412", "X610", "T424", "Z638", "X702")	1
c("F412", "X610", "T432", "T426")	1
c("F412", "X610", "T439")	1
c("F412", "X640", "T450")	1
c("F412", "X640", "T469")	1
c("F412", "X690", "T543")	1
c("F412", "X780")	1
c("F412", "Z566", "X610", "T424")	1
c("F412", "Z567", "T424", "X610")	1
c("F412", "Z590")	1
c("F412", "Z631", "X600", "T391", "F4302")	1
c("F412", "Z631", "X609", "T391")	1
c("F412", "Z638", "F101", "X610", "T424")	1
c("F412", "Z638", "X610", "T424")	1
c("F412", "Z730", "X610", "X619", "X424")	1
c("F412", "Z9150", "G10")	1
c("F412", "Z9150", "Z630")	1
c("F412", "Z9150", "Z911", "F122", "F102")	1
c("F418", "E041", "F510", "Z630", "I10", "E1198")	1
c("F418", "F140")	1
c("F418", "F209", "X610", "T424")	1
c("F418", "F430")	1
c("F418", "F432")	1
c("F418", "M5456")	1
c("F418", "R451")	1
c("F418", "U089")	1
c("F418", "X601", "T391")	1
c("F418", "X780", "S711")	1
c("F418", "X849", "Y150")	1
c("F418", "Z631")	1
c("F418", "Z911")	1
c("F419", "E079")	1
c("F419", "E1198", "J128", "Z290", "U0710")	1
c("F419", "F100", "F128")	1
c("F419", "F100", "F6031")	1
